StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,negpart_1,negpart_2,multipartydem_1,multipartydem_2,multipartydem_3,Q17,Q17_4_TEXT,Q19,Q21,Q23,Q38,Q40,Q42,Q44,Q46,Q48,Q50,Q52,Q55,Q55_DO,Q57,Q56,Q58,Q59,reforms_1,reforms_2,reforms_3,reforms_4,reforms_5,reforms_6,reforms_7,reforms_8,reforms_9,reforms_10,reforms_11,reforms_DO,gender,gender_3_TEXT,race,age,rid,FL_50_DO,Treatment_DO
12/13/2019 5:12,12/13/2019 5:13,IP Address,98.150.253.61,100,86,TRUE,12/13/2019 5:13,R_b9fZGyN5Ct05KyR,,,,,20.74409485,-156.4474945,anonymous,EN,23,75,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Republican,,,Strong,,,Very important,,Very well,,Somewhat,,Some of the time,Limiting voting to only English-speaking Americans,"Ensuring citizens have equal access to the ballot box|Encouraging as many people as possible to vote|Limiting voting to only English-speaking Americans|Encouraging only informed citizens to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Preventing voter fraud","Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Encouraging as many people as possible to vote,Encouraging only informed citizens to vote,Ensuring citizens have equal access to the ballot box,Somewhat favor,Neither favor nor oppose,Somewhat favor,Neither favor nor oppose,Somewhat favor,Neither favor nor oppose,Neither favor nor oppose,Somewhat favor,Neither favor nor oppose,Neither favor nor oppose,Neither favor nor oppose,Voting rights for non-citizen permanent residents|Same-day registration|Mandatory voting|Making Election Day a holiday|Online voter registration|Voting rights for felons|Voter ID laws|Vote-by-mail|A new Voting Rights Act establishing federal protections against racial discrimination|Ballots only printed in English|Literacy test for voting,Male,,Hispanic/Latino,25 to 34 years,5df363be-cce3-873f-5f57-ac13c5f44b91,FL_53,D3R3
12/13/2019 5:10,12/13/2019 5:13,IP Address,174.240.129.248,100,158,TRUE,12/13/2019 5:13,R_2bZa4GnChcAIfMy,,,,,30.01210022,-90.165802,anonymous,EN,8,93,Strongly disagree,Somewhat disagree,Somewhat disagree,Independent,,,,Closer to Republican,,Very important,,Very well,,Somewhat,,Some of the time,Ensuring citizens have equal access to the ballot box,"Ensuring citizens have equal access to the ballot box|Encouraging as many people as possible to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging only informed citizens to vote|Preventing voter fraud|Limiting voting to only English-speaking Americans",Preventing voter fraud,Encouraging as many people as possible to vote,Encouraging only informed citizens to vote,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Strongly oppose,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat favor,A new Voting Rights Act establishing federal protections against racial discrimination|Ballots only printed in English|Vote-by-mail|Same-day registration|Literacy test for voting|Online voter registration|Mandatory voting|Making Election Day a holiday|Voter ID laws|Voting rights for non-citizen permanent residents|Voting rights for felons,Male,,"White, non-Hispanic",35 to 44 years,5df36385-5a7f-fc2b-5ac0-3cee1fbd7188,FL_52,Q70
12/13/2019 5:09,12/13/2019 5:13,IP Address,71.215.165.115,100,252,TRUE,12/13/2019 5:13,R_3O60p4DiHG12Xpb,,,,,26.69090271,-81.94830322,anonymous,EN,100,5,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Democrat,,Strong,,,Extremely important,,Extremely well,,A great deal,,Most of the time,,Preventing voter fraud,"Ensuring citizens have equal access to the ballot box|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Preventing voter fraud|Encouraging only informed citizens to vote|Encouraging as many people as possible to vote|Limiting voting to only English-speaking Americans",Encouraging as many people as possible to vote,Ensuring citizens have equal access to the ballot box,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Encouraging only informed citizens to vote,Neither favor nor oppose,Strongly favor,Somewhat oppose,Strongly favor,Strongly oppose,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat oppose,Same-day registration|Voting rights for non-citizen permanent residents|A new Voting Rights Act establishing federal protections against racial discrimination|Mandatory voting|Voting rights for felons|Vote-by-mail|Making Election Day a holiday|Ballots only printed in English|Voter ID laws|Online voter registration|Literacy test for voting,Female,,African-American/Black,55 to 64 years,5df3632c-de3a-23f0-ee9b-bd2834fab2e6,FL_53,D1R3
12/13/2019 5:12,12/13/2019 5:13,IP Address,107.242.117.54,100,106,TRUE,12/13/2019 5:13,R_xttJ72jdBootxiF,,,,,37.75100708,-97.8219986,anonymous,EN,39,54,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Republican,,,Not very strong,,,Not very important,,Very well,,Somewhat,,Some of the time,Encouraging as many people as possible to vote,"Encouraging as many people as possible to vote|Ensuring citizens have equal access to the ballot box|Encouraging only informed citizens to vote|Limiting voting to only English-speaking Americans|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Preventing voter fraud",Ensuring citizens have equal access to the ballot box,Preventing voter fraud,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Encouraging only informed citizens to vote,Neither favor nor oppose,Neither favor nor oppose,Somewhat oppose,Strongly oppose,Neither favor nor oppose,Strongly favor,Somewhat oppose,Somewhat favor,Neither favor nor oppose,Strongly oppose,Strongly oppose,Literacy test for voting|Same-day registration|Mandatory voting|Voter ID laws|Ballots only printed in English|Voting rights for felons|A new Voting Rights Act establishing federal protections against racial discrimination|Vote-by-mail|Making Election Day a holiday|Voting rights for non-citizen permanent residents|Online voter registration,Female,,"White, non-Hispanic",35 to 44 years,5df363e8-de26-948d-26eb-0c597e1295f8,FL_52,D2R2
12/13/2019 5:12,12/13/2019 5:14,IP Address,38.68.36.53,100,126,TRUE,12/13/2019 5:14,R_1jqDcnARJoTNI4s,,,,,37.75100708,-97.8219986,anonymous,EN,83,,Somewhat agree,Somewhat agree,Somewhat agree,Democrat,,Not very strong,,,Very important,,Very well,,Somewhat,,Some of the time,,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners","Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Preventing voter fraud|Ensuring citizens have equal access to the ballot box|Limiting voting to only English-speaking Americans|Encouraging as many people as possible to vote|Encouraging only informed citizens to vote",Preventing voter fraud,Ensuring citizens have equal access to the ballot box,Encouraging as many people as possible to vote,Encouraging only informed citizens to vote,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Mandatory voting|Voting rights for felons|Same-day registration|A new Voting Rights Act establishing federal protections against racial discrimination|Online voter registration|Ballots only printed in English|Voting rights for non-citizen permanent residents|Voter ID laws|Vote-by-mail|Making Election Day a holiday|Literacy test for voting,Male,,"White, non-Hispanic",25 to 34 years,5df363f2-f769-f479-617c-f3935f4ba282,FL_53,D2R3
12/13/2019 5:13,12/13/2019 5:14,IP Address,107.139.222.143,100,47,TRUE,12/13/2019 5:14,R_6oraih78QY1J2hj,,,,,39.95689392,-82.96440125,anonymous,EN,68,56,Somewhat agree,Somewhat agree,Somewhat agree,Democrat,,Strong,,,Very important,,Extremely well,,A great deal,,All of the time,,Ensuring citizens have equal access to the ballot box,"Ensuring citizens have equal access to the ballot box|Limiting voting to only English-speaking Americans|Encouraging as many people as possible to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Preventing voter fraud|Encouraging only informed citizens to vote",Limiting voting to only English-speaking Americans,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Encouraging as many people as possible to vote,Preventing voter fraud,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Online voter registration|Making Election Day a holiday|Vote-by-mail|Same-day registration|Literacy test for voting|Ballots only printed in English|Voter ID laws|Voting rights for felons|Voting rights for non-citizen permanent residents|A new Voting Rights Act establishing federal protections against racial discrimination|Mandatory voting,Male,,African-American/Black,25 to 34 years,5df36432-eaae-d3a2-81b2-e65d2416496b,FL_52,D2R3
12/13/2019 5:09,12/13/2019 5:14,IP Address,47.134.252.231,100,300,TRUE,12/13/2019 5:14,R_3G2p7mr45NcJlYF,,,,,36.17730713,-82.08100128,anonymous,EN,21,64,Somewhat disagree,Somewhat agree,Strongly agree,Independent,,,,Closer to Republican,,Very important,,Very well,,Somewhat,,Some of the time,Limiting voting to only English-speaking Americans,"Preventing voter fraud|Encouraging only informed citizens to vote|Encouraging as many people as possible to vote|Ensuring citizens have equal access to the ballot box|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Limiting voting to only English-speaking Americans",Encouraging only informed citizens to vote,Encouraging as many people as possible to vote,Ensuring citizens have equal access to the ballot box,Preventing voter fraud,Strongly favor,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat oppose,Strongly favor,Somewhat oppose,Neither favor nor oppose,Strongly favor,Strongly favor,Strongly oppose,Making Election Day a holiday|Mandatory voting|Online voter registration|Voting rights for felons|Ballots only printed in English|Voter ID laws|Voting rights for non-citizen permanent residents|A new Voting Rights Act establishing federal protections against racial discrimination|Vote-by-mail|Literacy test for voting|Same-day registration,Female,,"White, non-Hispanic",25 to 34 years,5df36360-d7c6-e257-0f73-c54b1ca760e3,FL_53,D3R3
12/13/2019 5:10,12/13/2019 5:14,IP Address,172.58.171.199,100,282,TRUE,12/13/2019 5:14,R_3iycRpvNPGT7T1X,,,,,28.57589722,-81.39569855,anonymous,EN,90,0,Strongly disagree,Strongly disagree,Strongly disagree,Democrat,,Strong,,,Very important,,Very well,,A great deal,,Most of the time,,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners","Ensuring citizens have equal access to the ballot box|Preventing voter fraud|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging only informed citizens to vote|Limiting voting to only English-speaking Americans|Encouraging as many people as possible to vote",Ensuring citizens have equal access to the ballot box,Encouraging as many people as possible to vote,Preventing voter fraud,Encouraging only informed citizens to vote,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Neither favor nor oppose,Strongly favor,Strongly oppose,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Same-day registration|Literacy test for voting|Making Election Day a holiday|Mandatory voting|Online voter registration|Voter ID laws|Ballots only printed in English|Vote-by-mail|A new Voting Rights Act establishing federal protections against racial discrimination|Voting rights for felons|Voting rights for non-citizen permanent residents,Female,,African-American/Black,45 to 54 years,5df36366-2f28-3e76-8b13-fb66c8eac623,FL_53,D1R1
12/13/2019 5:11,12/13/2019 5:14,IP Address,108.52.104.227,100,207,TRUE,12/13/2019 5:14,R_247ZQv0f8eTj1WM,,,,,39.90220642,-75.29419708,anonymous,EN,24,75,Strongly disagree,Somewhat disagree,Strongly disagree,Independent,,,,Closer to Republican,,Not very important,,Very well,,Very little,,Rarely,Preventing voter fraud,"Limiting voting to only English-speaking Americans|Encouraging only informed citizens to vote|Preventing voter fraud|Encouraging as many people as possible to vote|Ensuring citizens have equal access to the ballot box|Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Ensuring citizens have equal access to the ballot box,Encouraging only informed citizens to vote,Encouraging as many people as possible to vote,Limiting voting to only English-speaking Americans,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly oppose,A new Voting Rights Act establishing federal protections against racial discrimination|Voter ID laws|Literacy test for voting|Online voter registration|Vote-by-mail|Same-day registration|Making Election Day a holiday|Voting rights for non-citizen permanent residents|Mandatory voting|Voting rights for felons|Ballots only printed in English,Female,,"White, non-Hispanic",25 to 34 years,5df36386-896f-58b8-8e7f-afbd976bf11c,FL_53,D3R2
12/13/2019 5:12,12/13/2019 5:14,IP Address,73.2.224.50,100,167,TRUE,12/13/2019 5:14,R_2Sv3Fsy5K2pkPUD,,,,,32.44009399,-88.67829895,anonymous,EN,23,89,Somewhat agree,Strongly agree,Somewhat agree,Republican,,,Not very strong,,,Extremely important,,Very well,,A great deal,,All of the time,Encouraging as many people as possible to vote,"Encouraging only informed citizens to vote|Preventing voter fraud|Encouraging as many people as possible to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Ensuring citizens have equal access to the ballot box|Limiting voting to only English-speaking Americans",Ensuring citizens have equal access to the ballot box,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Preventing voter fraud,Encouraging only informed citizens to vote,Strongly favor,Strongly oppose,Somewhat oppose,Strongly favor,Neither favor nor oppose,Strongly favor,Strongly oppose,Strongly favor,Somewhat oppose,Strongly favor,Strongly oppose,Ballots only printed in English|Same-day registration|Mandatory voting|Voting rights for felons|A new Voting Rights Act establishing federal protections against racial discrimination|Literacy test for voting|Voter ID laws|Vote-by-mail|Voting rights for non-citizen permanent residents|Online voter registration|Making Election Day a holiday,Male,,African-American/Black,25 to 34 years,5df363bb-bafe-7435-b2eb-edd54b046d94,FL_52,Control
12/13/2019 5:14,12/13/2019 5:15,IP Address,72.207.3.229,100,66,TRUE,12/13/2019 5:15,R_3JFcNEtwBnx9Avy,,,,,32.74040222,-117.135498,anonymous,EN,99,,Strongly agree,Strongly agree,Strongly agree,Democrat,,Strong,,,Extremely important,,Extremely well,,A great deal,,All of the time,,,"Encouraging as many people as possible to vote|Limiting voting to only English-speaking Americans|Ensuring citizens have equal access to the ballot box|Preventing voter fraud|Encouraging only informed citizens to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Encouraging as many people as possible to vote,Limiting voting to only English-speaking Americans,Ensuring citizens have equal access to the ballot box,Preventing voter fraud,Neither favor nor oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Voter ID laws|Online voter registration|Ballots only printed in English|Literacy test for voting|Voting rights for non-citizen permanent residents|Same-day registration|Voting rights for felons|A new Voting Rights Act establishing federal protections against racial discrimination|Mandatory voting|Making Election Day a holiday|Vote-by-mail,Male,,African-American/Black,,5df36433-c54a-844a-d781-77145e9343d7,FL_53,D3R3
