StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,negpart_1,negpart_2,multipartydem_1,multipartydem_2,multipartydem_3,Q17,Q17_4_TEXT,Q19,Q21,Q23,Q38,Q40,Q42,Q44,Q46,Q48,Q50,Q52,Q55,Q55_DO,Q57,Q56,Q58,Q59,reforms_1,reforms_2,reforms_3,reforms_4,reforms_5,reforms_6,reforms_7,reforms_8,reforms_9,reforms_10,reforms_11,reforms_DO,gender,gender_3_TEXT,race,age,rid,FL_50_DO,Treatment_DO
12/13/2019 5:09,12/13/2019 5:14,0,47.134.252.231,100,300,1,12/13/2019 5:14,R_3G2p7mr45NcJlYF,,,,,36.17730713,-82.08100128,anonymous,EN,21,64,2,4,5,3,,,,1,,3,,3,,3,,3,6,4|5|2|1|3|6,5,2,1,4,5,2,4,5,2,5,2,3,5,5,1,3|5|4|10|9|1|11|8|6|7|2,1,,1,3,5df36360-d7c6-e257-0f73-c54b1ca760e3,FL_53,D3R3
12/13/2019 5:10,12/13/2019 5:14,0,172.58.171.199,100,282,1,12/13/2019 5:14,R_3iycRpvNPGT7T1X,,,,,28.57589722,-81.39569855,anonymous,EN,90,0,1,1,1,1,,1,,,3,,3,,4,,4,,3,1|4|3|5|6|2,1,2,4,5,4,5,5,5,3,5,1,5,1,5,5,2|7|3|5|4|1|9|6|8|10|11,1,,2,5,5df36366-2f28-3e76-8b13-fb66c8eac623,FL_53,D1R1
12/13/2019 5:11,12/13/2019 5:14,0,108.52.104.227,100,207,1,12/13/2019 5:14,R_247ZQv0f8eTj1WM,,,,,39.90220642,-75.29419708,anonymous,EN,24,75,1,2,1,3,,,,1,,2,,3,,2,,2,4,6|5|4|2|1|3,1,5,2,6,4,2,2,2,1,2,2,4,2,1,1,8|1|7|4|6|2|3|11|5|10|9,1,,1,3,5df36386-896f-58b8-8e7f-afbd976bf11c,FL_53,D3R2
12/13/2019 5:12,12/13/2019 5:14,0,73.2.224.50,100,167,1,12/13/2019 5:14,R_2Sv3Fsy5K2pkPUD,,,,,32.44009399,-88.67829895,anonymous,EN,23,89,4,5,4,2,,,2,,,4,,3,,4,,5,2,5|4|2|3|1|6,1,3,4,5,5,1,2,5,3,5,1,5,2,5,1,9|2|5|10|8|7|1|6|11|4|3,2,,2,3,5df363bb-bafe-7435-b2eb-edd54b046d94,FL_52,Control
12/13/2019 5:14,12/13/2019 5:15,0,72.207.3.229,100,66,1,12/13/2019 5:15,R_3JFcNEtwBnx9Avy,,,,,32.74040222,-117.135498,anonymous,EN,99,,5,5,5,1,,1,,,4,,4,,4,,5,,,2|6|1|4|5|3,2,6,1,4,3,5,5,5,5,5,5,5,5,5,5,1|4|9|7|11|2|10|8|5|3|6,2,,2,,5df36433-c54a-844a-d781-77145e9343d7,FL_53,D3R3
12/13/2019 5:10,12/13/2019 5:15,0,107.242.117.60,100,291,1,12/13/2019 5:15,R_2D7FeW6WjxUflHf,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,2,2,2,4,No affiliation ,,,3,,,,,,,,,4,6|2|5|3|4|1,2,5,1,3,3,4,3,4,1,3,3,4,2,3,4,4|2|8|6|3|7|11|1|5|9|10,1,,2,2,5df36362-8073-d4a4-ad93-71d399610b99,FL_53,D3R3
12/13/2019 5:13,12/13/2019 5:15,0,107.77.173.44,100,111,1,12/13/2019 5:15,R_3P5CNeskF9OwsYA,,,,,41.84829712,-87.65170288,anonymous,EN,60,82,2,3,1,3,,,,2,3,,4,,3,,3,,4,6|1|4|2|3|5,6,2,3,1,3,3,2,3,4,4,3,3,3,3,5,2|4|8|9|6|11|3|5|1|7|10,1,,1,4,5df3641b-71f2-0cca-937a-5924912d8a99,FL_52,D2R2
12/13/2019 5:11,12/13/2019 5:15,0,174.239.15.211,100,240,1,12/13/2019 5:15,R_3JIvKlKxXSrvjm0,,,,,21.31329346,-157.822998,anonymous,EN,0,100,3,3,3,2,,,1,,,3,,4,,4,,5,4,3|6|2|5|1|4,5,1,6,2,4,5,5,5,4,5,4,3,4,2,1,5|7|8|10|6|4|2|9|1|11|3,2,,1,5,5df36392-1522-6a84-da6d-487d43f54246,FL_53,D2R2
12/13/2019 5:13,12/13/2019 5:15,0,174.80.173.205,100,151,1,12/13/2019 5:15,R_29z3VYKsd7gXYsx,,,,,33.02420044,-85.0719986,anonymous,EN,,,4,2,3,3,,,,3,,,,,,,,,3,1|5|4|6|3|2,2,1,6,5,3,4,4,4,4,4,3,4,2,4,4,5|4|8|11|3|9|1|6|2|10|7,1,,1,3,5df36419-c0e5-dadd-3bec-a81c2d41a222,FL_52,D2R2
12/13/2019 5:13,12/13/2019 5:16,0,172.58.175.168,100,136,1,12/13/2019 5:16,R_2bJsSA2yxBrqaA1,,,,,28.57879639,-81.43959808,anonymous,EN,35,65,2,2,5,3,,,,3,,,,,,,,,4,5|4|2|6|3|1,5,1,2,6,4,5,5,5,1,4,5,2,4,5,1,10|2|7|8|3|9|1|5|11|4|6,2,,1,3,5df3644d-ca9f-1757-9585-38bef21ae704,FL_53,D1R3
12/13/2019 5:13,12/13/2019 5:16,0,108.185.145.129,100,160,1,12/13/2019 5:16,R_1jJQDtj0TMF1N7q,,,,,34.04699707,-118.2750015,anonymous,EN,99,6,2,2,2,1,,1,,,3,,3,,3,,5,,5,6|5|1|2|4|3,1,4,3,2,4,5,5,5,1,2,1,5,4,4,4,9|3|6|4|2|8|10|11|7|5|1,1,,1,4,5df36423-c97d-e1e7-be8a-762e99e9fb98,FL_52,D2R1
12/13/2019 5:13,12/13/2019 5:16,0,99.33.69.2,100,170,1,12/13/2019 5:16,R_1rADbJieEWcI3Ok,,,,,34.06750488,-118.3520966,anonymous,EN,34,1,1,1,5,3,,,,2,2,,2,,2,,3,,4,2|6|3|4|5|1,1,2,3,5,1,4,5,5,5,4,1,5,1,5,2,6|11|5|10|3|8|4|2|1|9|7,1,,2,3,5df3640b-f156-a259-acfd-bedf372ec9d6,FL_52,D3R3
12/13/2019 5:12,12/13/2019 5:16,0,172.58.46.128,100,210,1,12/13/2019 5:16,R_2AEBnYQh36iOHVR,,,,,47.60920715,-122.3314056,anonymous,EN,43,50,3,3,4,3,,,,2,2,,2,,2,,2,,4,5|1|4|2|3|6,5,2,1,3,5,5,3,4,4,5,5,4,1,2,5,10|3|6|2|11|1|9|4|5|7|8,1,,1,,5df363e8-ddeb-4647-f654-299b1ee1df6a,FL_53,D2R3
12/13/2019 5:11,12/13/2019 5:16,0,98.4.75.127,100,278,1,12/13/2019 5:16,R_2bPsjrvPHgRbYA8,,,,,43.09300232,-78.96350098,anonymous,EN,78,48,4,4,2,3,,,,2,3,,3,,3,,4,,4,1|2|3|4|6|5,2,5,1,3,3,3,2,2,2,2,4,4,2,4,2,9|8|6|4|5|2|7|11|10|1|3,2,,2,5,5df363a7-6f64-4dc1-1b0c-dd95dd15cc6b,FL_53,D3R1
12/13/2019 5:12,12/13/2019 5:16,0,108.54.70.103,100,255,1,12/13/2019 5:16,R_12Mu8LNScB5Ur6F,,,,,40.77459717,-73.47609711,anonymous,EN,89,21,2,4,1,1,,1,,,3,,3,,3,,4,,1,4|5|2|3|6|1,2,4,5,3,3,5,4,4,1,4,3,4,2,4,3,9|8|7|6|11|10|2|1|5|4|3,2,,1,3,5df363da-0916-02bf-fe6f-2728dd6a022e,FL_52,D3R1
12/13/2019 5:13,12/13/2019 5:16,0,206.214.52.100,100,167,1,12/13/2019 5:16,R_1OVkwhecAP2Bd3E,,,,,47.21229553,-123.0970993,anonymous,EN,99,,1,1,5,1,,1,,,4,,4,,4,,5,,2,5|3|1|4|6|2,4,1,3,5,5,3,3,3,3,3,1,5,1,5,3,5|7|9|11|4|3|8|1|6|2|10,1,,1,4,5df3645b-e1ac-c986-22b4-d958d4c86ea5,FL_53,D3R1
12/13/2019 5:13,12/13/2019 5:17,0,32.208.64.24,100,224,1,12/13/2019 5:17,R_29b1yDDXfa6u2n8,,,,,41.19740295,-73.17140198,anonymous,EN,70,30,2,3,3,1,,2,,,2,,2,,3,,3,,3,5|2|3|6|4|1,4,2,1,5,4,4,3,2,3,2,3,4,3,5,4,11|10|2|3|8|5|4|7|6|9|1,1,,1,4,5df36407-3704-6890-659a-28f41b5f530d,FL_53,D3R3
12/13/2019 5:16,12/13/2019 5:17,0,174.200.16.179,100,64,1,12/13/2019 5:17,R_1n2XFIYgon8eLyI,,,,,39.72419739,-75.20760345,anonymous,EN,51,73,2,2,,2,,,1,,,4,,3,,3,,5,2,2|3|1|4|6|5,,3,1,4,1,2,3,1,3,2,3,2,2,1,3,11|9|6|7|5|3|1|10|8|2|4,1,,1,,5df364b2-e830-ee37-043d-d8ef627677bc,FL_52,D2R1
12/13/2019 5:13,12/13/2019 5:17,0,70.162.191.242,100,218,1,12/13/2019 5:17,R_1n9GVZNx0QZgsKd,,,,,33.4743042,-112.1940002,anonymous,EN,87,6,3,2,4,1,,1,,,3,,3,,4,,4,,4,2|3|6|1|4|5,5,1,2,3,4,3,4,4,3,3,4,5,1,1,3,11|9|10|8|5|3|2|4|6|7|1,1,,1,4,5df36429-db17-ad46-b322-e287d32e7f55,FL_53,D3R3
12/13/2019 5:13,12/13/2019 5:17,0,72.195.187.216,100,240,1,12/13/2019 5:17,R_3efUwDVirAqmMOe,,,,,32.74859619,-83.74770355,anonymous,EN,80,7,1,2,4,1,,1,,,2,,3,,3,,4,,1,4|1|6|2|3|5,5,2,4,3,2,5,5,5,1,5,3,5,1,5,3,10|2|11|4|5|9|7|8|3|1|6,2,,1,3,5df3640e-b182-8928-1451-79d5fb6c764d,FL_53,D1R3
12/13/2019 5:12,12/13/2019 5:17,0,99.203.112.192,100,324,1,12/13/2019 5:17,R_1nO9zHNy7GUegYk,,,,,44.8348999,-93.28140259,anonymous,EN,85,1,3,2,1,1,,1,,,3,,3,,4,,4,,1,1|5|2|4|6|3,2,4,3,,1,5,5,5,2,5,1,5,1,5,5,6|8|9|1|3|11|10|4|5|7|2,1,,1,5,5df363c1-b81a-63bd-52e2-998f12c7e979,FL_53,Q70
12/13/2019 5:15,12/13/2019 5:17,0,107.77.245.23,100,134,1,12/13/2019 5:17,R_3JaDjNDgC6DkrV6,,,,,33.49099731,-112.2490997,anonymous,EN,54,24,3,4,3,3,,,,3,,,,,,,,,5,5|4|3|2|6|1,2,4,3,6,3,2,3,3,2,2,2,3,2,3,2,3|2|5|6|8|4|10|11|1|9|7,2,,1,3,5df36478-1580-557d-f5fa-a1fca5be9507,FL_53,D2R1
12/13/2019 5:14,12/13/2019 5:17,0,172.58.206.241,100,220,1,12/13/2019 5:17,R_1CanO7IfEsF21Za,,,,,39.9611969,-75.2303009,anonymous,EN,81,40,5,5,5,1,,1,,,3,,3,,4,,5,,2,2|4|1|5|6|3,4,6,5,1,5,4,4,5,1,1,5,4,5,2,4,2|5|3|9|1|8|10|4|7|6|11,1,,1,4,5df36465-d96d-f2cb-aebc-60e48dfc01e4,FL_52,D3R3
12/13/2019 5:14,12/13/2019 5:18,0,174.227.130.136,100,234,1,12/13/2019 5:18,R_3h9gMmwkH8TvkfG,,,,,28.92689514,-81.92269897,anonymous,EN,78,32,3,2,3,1,,2,,,3,,3,,3,,4,,4,3|1|4|6|5|2,1,2,3,6,4,2,3,3,3,4,3,3,4,3,4,6|4|2|7|3|11|9|5|1|10|8,1,,1,3,5df36482-df68-af3e-2a80-73b23318d3e4,FL_53,D2R2
12/13/2019 5:14,12/13/2019 5:18,0,162.199.228.159,100,267,1,12/13/2019 5:18,R_2EH72loK2f7shzQ,,,,,40.06359863,-85.6815033,anonymous,EN,100,10,1,1,1,1,,1,,,4,,4,,4,,5,,3,3|5|2|6|1|4,1,2,4,5,1,5,4,5,1,5,1,5,1,5,4,10|3|7|4|5|6|2|11|1|8|9,2,,1,3,5df36469-e603-0a39-eeac-a9cad0f28fc5,FL_52,D2R1
12/13/2019 5:15,12/13/2019 5:18,0,69.174.159.189,100,218,1,12/13/2019 5:18,R_Oy4uaPpqKt8MpWh,,,,,38.67170715,-87.51280212,anonymous,EN,100,2,3,1,3,1,,1,,,4,,3,,4,,4,,4,6|2|5|4|1|3,1,2,6,5,4,3,2,4,2,4,3,3,3,1,2,3|2|5|11|10|4|1|7|8|6|9,1,,1,6,5df36472-fe26-154b-5f7b-985cdddf0676,FL_53,Control
12/13/2019 5:15,12/13/2019 5:18,0,98.162.197.72,100,205,1,12/13/2019 5:18,R_1ClpbPj2FIsjRpT,,,,,35.66789246,-97.47949982,anonymous,EN,50,50,1,1,3,3,,,,3,,,,,,,,,3,2|1|5|3|4|6,1,4,2,5,3,5,5,5,1,5,2,3,1,5,5,8|4|7|10|6|1|5|3|2|11|9,2,,5,3,5df36485-cf68-de91-958e-fcc94105e979,FL_52,D2R1
12/13/2019 5:11,12/13/2019 5:18,0,99.73.152.136,100,423,1,12/13/2019 5:18,R_ZgvWdxeafKrpskN,,,,,41.69839478,-88.08249664,anonymous,EN,59,0,1,1,1,3,,,,2,3,,3,,3,,3,,1,1|2|3|6|5|4,3,2,4,,2,5,4,5,1,4,1,5,4,5,4,11|3|1|2|4|7|5|8|9|10|6,1,,2,7,5df363ae-c075-2dbf-68e4-6a7c340c3a5c,FL_52,D1R1
12/13/2019 5:13,12/13/2019 5:18,0,98.225.124.234,100,356,1,12/13/2019 5:18,R_2rv9UMP25lzPCiU,,,,,32.33659363,-111.1771011,anonymous,EN,11,100,2,2,3,2,,,1,,,4,,3,,4,,4,4,1|3|6|4|2|5,5,1,2,6,4,4,4,4,4,4,4,4,4,3,2,7|1|5|11|4|2|8|9|6|3|10,1,,1,,5df363ee-46ef-b4e2-c143-2a2124cd41be,FL_53,D3R3
12/13/2019 5:15,12/13/2019 5:18,0,108.87.67.116,100,190,1,12/13/2019 5:18,R_22KW4iqLeU5PdKP,,,,,34.97219849,-89.99089813,anonymous,EN,50,50,3,3,3,3,,,,3,,,,,,,,,2,5|2|3|6|1|4,1,5,4,6,3,5,5,5,3,3,4,5,5,4,4,8|2|9|4|5|1|7|11|6|3|10,1,,4,4,5df364a9-0958-5e8b-3233-a20975bf780a,FL_52,Q70
12/13/2019 5:17,12/13/2019 5:18,0,216.71.37.227,100,93,1,12/13/2019 5:18,R_TdxCwq2Y65MidVf,,,,,44.14149475,-103.2052002,anonymous,EN,81,98,3,3,4,2,,,2,,,1,,1,,1,,1,3,2|3|1|4|6|5,5,1,4,2,2,3,2,3,2,1,1,2,3,2,1,11|1|4|5|6|10|2|3|7|8|9,1,,1,4,5df36501-6bf4-72b8-08ca-8822b7ec3929,FL_52,D2R2
12/13/2019 5:15,12/13/2019 5:19,0,67.45.113.100,100,208,1,12/13/2019 5:19,R_1eOz1M11EbrImOS,,,,,37.75100708,-97.8219986,anonymous,EN,50,,4,3,2,3,,,,2,2,,3,,3,,3,,5,4|2|5|1|3|6,2,1,4,3,4,4,2,3,4,3,3,3,2,2,1,1|8|9|7|5|4|10|11|3|6|2,2,,2,2,5df36483-7e58-18bd-de92-d75194d818da,FL_52,D3R3
12/13/2019 5:12,12/13/2019 5:19,0,12.219.77.211,100,382,1,12/13/2019 5:19,R_2rUdLvh0QiTErds,,,,,33.77310181,-89.80789948,anonymous,EN,100,7,4,1,5,1,,1,,,4,,4,,4,,5,,3,6|5|2|4|1|3,2,1,4,5,5,5,5,5,5,5,5,5,1,1,5,1|11|9|5|10|7|3|8|6|2|4,2,,2,5,5df363f2-9075-731c-d4cf-946116717d84,FL_52,Q70
12/13/2019 5:15,12/13/2019 5:19,0,24.121.220.96,100,206,1,12/13/2019 5:19,R_2rHmBxQGDwtZweX,,,,,34.56970215,-111.8551025,anonymous,EN,1,99,5,5,5,2,,,1,,,4,,4,,4,,5,4,5|4|1|3|2|6,1,2,5,3,1,5,5,5,1,1,1,5,1,5,1,3|4|5|6|10|8|11|2|9|7|1,1,,1,4,5df36496-9b54-934f-94d8-c569647b1d68,FL_53,D2R1
12/13/2019 5:16,12/13/2019 5:19,0,67.187.66.153,100,185,1,12/13/2019 5:19,R_2QlDmRjNDgSF76h,,,,,36.65220642,-87.46170044,anonymous,EN,5,47,5,4,5,2,,,1,,,4,,4,,4,,5,3,2|6|1|4|3|5,2,6,1,5,4,5,5,4,4,5,5,5,4,5,5,1|8|2|4|9|11|3|10|5|6|7,1,,1,3,5df364b7-5ebe-84f8-eb6d-8904f7b0a269,FL_53,D2R3
12/13/2019 5:12,12/13/2019 5:19,0,108.90.242.8,100,421,1,12/13/2019 5:19,R_1DRMFesL6P85hqT,,,,,41.8500061,-87.71649933,anonymous,EN,100,13,3,3,3,1,,2,,,1,,2,,2,,2,,2,5|6|2|3|4|1,3,1,4,6,4,4,5,4,5,3,4,4,2,4,5,3|1|11|2|5|9|8|4|10|7|6,2,,2,5,5df363d7-96c7-255a-ee31-1ef4e988ae6d,FL_52,D2R2
12/13/2019 5:16,12/13/2019 5:19,0,75.69.207.23,100,166,1,12/13/2019 5:19,R_UbcgFNpa1YdEjbr,,,,,41.68499756,-71.17479706,anonymous,EN,32,83,5,4,5,3,,,,1,,2,,2,,2,,1,2,4|3|6|5|2|1,4,1,3,6,4,4,4,4,5,2,4,4,4,3,4,11|9|5|1|8|2|3|10|4|7|6,1,,1,5,5df36500-1a8f-5c9b-72dd-10d447722f1a,FL_52,D3R2
12/13/2019 5:15,12/13/2019 5:19,0,24.2.43.142,100,245,1,12/13/2019 5:19,R_3oL5juprx5UktEM,,,,,39.89190674,-121.580101,anonymous,EN,63,6,3,3,3,3,,,,2,1,,1,,1,,1,,3,5|4|1|3|2|6,2,1,4,5,3,4,1,4,3,4,3,3,3,5,3,2|4|8|6|7|9|1|5|11|3|10,1,,1,2,5df36499-8e86-26b3-2fb7-e7aec5769552,FL_52,D1R3
12/13/2019 5:13,12/13/2019 5:19,0,75.110.36.10,100,361,1,12/13/2019 5:19,R_1MSbeFLLAE6maFe,,,,,35.58909607,-77.34500122,anonymous,EN,50,40,3,2,2,3,,,,2,2,,3,,3,,1,,2,2|5|6|1|4|3,1,4,3,5,5,3,4,4,2,3,4,4,2,3,3,3|6|4|5|10|8|1|2|11|9|7,1,,1,,5df3642b-003d-139b-750a-ef66c317f224,FL_52,D3R1
12/13/2019 5:17,12/13/2019 5:20,0,174.49.201.253,100,147,1,12/13/2019 5:20,R_2qdP9WLJFgs677l,,,,,39.95170593,-76.70639801,anonymous,EN,,100,4,3,3,3,,,,1,,2,,2,,2,,2,2,3|5|2|1|6|4,4,6,3,1,4,5,5,5,3,4,5,5,5,5,5,4|5|10|8|1|9|2|6|3|11|7,1,,1,2,5df36507-c965-ad81-78aa-b1203ec67c83,FL_53,D3R2
12/13/2019 5:11,12/13/2019 5:20,0,68.62.237.193,100,502,1,12/13/2019 5:20,R_2aborfAAFOcyedB,,,,,34.01939392,-86.0503006,anonymous,EN,100,,5,2,1,1,,1,,,3,,3,,4,,4,,1,6|4|5|3|2|1,4,2,5,3,5,5,3,5,5,5,3,3,3,4,4,10|2|5|9|7|4|1|6|3|8|11,1,,2,5,5df363a7-2ee5-d911-2f12-d252c8b3cb30,FL_53,Q70
12/13/2019 5:12,12/13/2019 5:20,0,172.9.29.160,100,435,1,12/13/2019 5:20,R_cv7uBmdFDedHCIF,,,,,41.72650146,-87.55930328,anonymous,EN,82,6,1,1,1,1,,2,,,1,,1,,1,,1,,2,3|2|5|1|4|6,1,4,5,6,1,5,5,5,5,1,1,5,5,5,1,9|3|6|7|1|5|11|10|8|2|4,2,,2,5,5df3640f-b1d7-239d-2928-63b05fffc142,FL_53,D3R2
12/13/2019 5:15,12/13/2019 5:20,0,104.7.227.232,100,307,1,12/13/2019 5:20,R_3q9D9kx6LF04APr,,,,,28.57269287,-80.82060242,anonymous,EN,10,100,3,3,4,2,,,1,,,4,,4,,4,,2,4,3|5|1|2|6|4,1,2,5,6,3,3,1,2,3,3,3,3,3,3,3,2|5|10|7|1|6|4|9|11|8|3,2,,1,6,5df36480-ad03-8304-1c40-0386a11e2a0c,FL_52,D3R1
