StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,negpart_1,negpart_2,multipartydem_1,multipartydem_2,multipartydem_3,Q17,Q17_4_TEXT,Q19,Q21,Q23,Q38,Q40,Q42,Q44,Q46,Q48,Q50,Q52,EDHfavor,EDHmanip_1,EDHmanip_2,EDHmanip_3,VBMfavor,VBMmanip_1,VBMmanip_2,VBMmanip_3,reforms_1,reforms_2,reforms_3,reforms_4,reforms_5,reforms_6,reforms_7,reforms_8,reforms_9,gender,gender_3_TEXT,race,age,rid,FL_50_DO,EDHTreat_DO,VBMTreat_DO
11/14/2019 23:07,11/14/2019 23:09,0,174.250.65.124,100,101,1,11/14/2019 23:09,R_qUBJd8NgNdSXOCZ,,,,,41.6006012,-93.61119843,anonymous,EN,1,1,3,3,3,3,,,,3,,,,,,,,,,,,,1,2,3,5,3,3,2,3,3,3,3,3,3,1,,1,4,5dce2454-eb7b-8668-fbe7-24aff20b7a52,FL_53,,VBMcontrol
11/14/2019 23:07,11/14/2019 23:09,0,99.203.27.169,100,132,1,11/14/2019 23:09,R_12yuGbJ18dfVZCr,,,,,29.77200317,-95.36440277,anonymous,EN,46,0,3,4,4,4,,,,3,,,,,,,,,3,3,4,4,,,,,3,3,3,3,3,3,3,3,3,1,,1,4,5dce2437-03af-0629-db81-1cb269d2055b,FL_52,EDHcontrol2,
11/14/2019 23:07,11/14/2019 23:09,0,172.58.3.68,100,126,1,11/14/2019 23:09,R_3oRVqUkvizZlDlb,,,,,33.8513031,-84.28700256,anonymous,EN,100,4,5,5,5,1,,1,,,4,,4,,4,,5,,,,,,5,4,1,5,5,5,5,5,5,5,5,5,1,1,,1,5,5dce2445-f1e0-899a-4268-58600eaa2298,FL_53,,VBMdem
11/14/2019 23:08,11/14/2019 23:09,0,129.1.198.34,100,67,1,11/14/2019 23:09,R_2zYgVdu0bpxrtbA,,,,,41.3769989,-83.63710022,anonymous,EN,13,12,3,3,3,3,,,,3,,,,,,,,,3,3,3,3,,,,,3,3,3,3,3,3,3,3,3,1,,1,2,5dce24ab-3012-31ef-1086-553266a0d660,FL_52,EDHdem,
11/14/2019 23:07,11/14/2019 23:09,0,172.58.228.175,100,93,1,11/14/2019 23:09,R_2ffi6P5L6VgZE2e,,,,,40.70089722,-73.94609833,anonymous,EN,100,,5,5,3,1,,1,,,4,,3,,3,,3,,1,3,3,3,,,,,3,1,5,5,2,4,4,4,5,2,,2,2,5dce2494-30e5-05ce-e48f-e86dc81ca3b6,FL_52,EDHfraud,
11/14/2019 23:07,11/14/2019 23:09,0,174.255.196.155,100,145,1,11/14/2019 23:09,R_sB6l7TFVF7vaRcB,,,,,37.75100708,-97.8219986,anonymous,EN,33,100,1,5,4,2,,,1,,,4,,4,,4,,5,,,,,5,5,5,4,1,5,1,5,1,5,1,1,1,1,,1,3,5dce243a-4101-979f-2ab3-31845c75820d,FL_53,,VBMdem
11/14/2019 23:08,11/14/2019 23:09,0,99.203.119.218,100,93,1,11/14/2019 23:09,R_2uWFGU1dk9hLGaL,,,,,40.7144928,-74.00289917,anonymous,EN,18,50,4,2,3,3,,,,1,,4,,3,,4,,3,,,,,4,2,5,1,4,2,4,2,3,4,1,2,3,2,,2,3,5dce249b-bdc3-d4e4-5a2a-88936d7a1b46,FL_53,,VBMbureau
11/14/2019 23:07,11/14/2019 23:09,0,73.213.33.164,100,167,1,11/14/2019 23:09,R_2OYDAIZ2qtp0Zgo,,,,,39.21240234,-76.87760162,anonymous,EN,39,,1,2,3,1,,2,,,3,,3,,3,,2,,1,1,1,1,,,,,1,2,5,5,5,1,1,1,1,1,,2,4,5dce245e-2ac0-01ab-7b01-b18f37aa7154,FL_52,EDHcontrol2,
11/14/2019 23:07,11/14/2019 23:09,0,173.175.27.35,100,129,1,11/14/2019 23:09,R_29gNYvGnospRXsi,,,,,31.02619934,-97.61309814,anonymous,EN,0,0,3,3,5,3,,,,3,,,,,,,,,,,,,1,1,1,5,1,1,5,3,3,1,1,1,1,2,,1,4,5dce2485-a597-5d42-7aad-06fef2fadb35,FL_53,,VBMcontrol2
11/14/2019 23:07,11/14/2019 23:09,0,104.174.25.245,100,130,1,11/14/2019 23:09,R_2AHD0L4NT3su60g,,,,,34.16760254,-118.3891983,anonymous,EN,80,0,2,2,2,1,,2,,,2,,3,,3,,2,,4,4,3,2,,,,,5,5,5,3,5,5,5,5,1,2,,1,3,5dce245f-99a2-76d1-3263-a384eb4c0593,FL_52,EDHcontrol,
11/14/2019 23:07,11/14/2019 23:09,0,76.174.172.213,100,166,1,11/14/2019 23:09,R_RxajDnXOVhx3PmF,,,,,34.05439758,-117.2555008,anonymous,EN,100,,2,3,4,1,,1,,,3,,4,,3,,5,,2,2,1,4,,,,,1,4,4,5,4,4,4,4,4,2,,1,4,5dce2452-eb59-c092-f2aa-9d687693b1c9,FL_52,EDHcontrol,
11/14/2019 23:08,11/14/2019 23:09,0,24.116.44.200,100,111,1,11/14/2019 23:09,R_33DS5iF5ow3jZ2u,,,,,30.460495,-89.08560181,anonymous,EN,67,0,1,3,5,1,,1,,,2,,2,,2,,1,,5,3,3,1,,,,,4,4,4,4,4,4,4,4,4,1,,2,3,5dce2475-194f-5b26-cc36-065cd4f956d6,FL_52,EDHcontrol,
11/14/2019 23:07,11/14/2019 23:10,0,24.28.159.7,100,167,1,11/14/2019 23:10,R_2Tn3SMKtErb2apI,,,,,29.45509338,-98.64980316,anonymous,EN,100,0,1,3,4,1,,1,,,4,,4,,4,,5,,5,4,3,4,,,,,4,5,5,5,5,5,5,5,1,1,,3,2,5dce2470-1a47-5d56-ff28-2166ea9d42b7,FL_52,EDHdem,
11/14/2019 23:08,11/14/2019 23:10,0,172.88.156.35,100,110,1,11/14/2019 23:10,R_2tFpMtII17hwDJE,,,,,34.69059753,-118.1417007,anonymous,EN,0,100,4,4,3,2,,,1,,,3,,3,,3,,4,4,3,3,3,,,,,4,4,4,1,4,4,4,4,5,1,,5,3,5dce247c-6e12-c634-d025-d5471442be41,FL_52,EDHfraud,
11/14/2019 23:08,11/14/2019 23:10,0,47.7.216.4,100,88,1,11/14/2019 23:10,R_zZsgFwOndijeJih,,,,,45.88270569,-95.37830353,anonymous,EN,82,21,5,4,5,1,,2,,,3,,2,,3,,2,,,,,,2,2,2,2,4,5,4,5,4,5,4,3,4,2,,1,3,5dce24bf-e37c-90ab-4191-21c01fec2e37,FL_53,,VBMfraud
11/14/2019 23:08,11/14/2019 23:10,0,69.174.145.24,100,107,1,11/14/2019 23:10,R_2pJYWRzqV9IiSQw,,,,,40.44439697,-86.92559814,anonymous,EN,7,93,3,3,2,3,,,,1,,3,,3,,3,,5,,,,,1,3,3,3,2,4,3,3,3,2,3,3,3,2,,1,4,5dce24b7-8156-9227-3694-4336bec801a1,FL_53,,VBMcontrol2
11/14/2019 23:07,11/14/2019 23:10,0,99.203.212.24,100,151,1,11/14/2019 23:10,R_3KwGjeP4yrdUHEP,,,,,29.77200317,-95.36440277,anonymous,EN,50,50,5,1,5,3,,,,3,,,,,,,,,,,,,1,3,3,3,5,5,1,5,1,1,1,1,1,2,,1,3,5dce248c-a761-ecf1-f7b0-35a377456e76,FL_53,,VBMdem
11/14/2019 23:07,11/14/2019 23:10,0,99.98.249.166,100,169,1,11/14/2019 23:10,R_yJH1M7O3gxxJ4hH,,,,,33.61279297,-117.6622009,anonymous,EN,74,46,3,2,4,1,,2,,,2,,2,,2,,2,,2,3,4,2,,,,,4,4,2,4,4,4,4,4,4,2,,1,4,5dce2473-a210-f1c4-22ea-e639538e90f6,FL_52,EDHcontrol,
11/14/2019 23:09,11/14/2019 23:10,0,107.77.199.140,100,56,1,11/14/2019 23:10,R_2zVkelfwXKU4885,,,,,32.95030212,-96.81900024,anonymous,EN,81,30,2,2,4,1,,1,,,2,,3,,4,,4,,2,3,4,2,,,,,3,3,3,3,5,3,4,3,4,1,,3,2,5dce24c7-a69c-1e30-0487-6d9c872ea2b0,FL_52,EDHcontrol,
11/14/2019 23:07,11/14/2019 23:10,0,98.100.244.94,100,184,1,11/14/2019 23:10,R_1PTWlRKIGLLUYUs,,,,,39.45559692,-82.23090363,anonymous,EN,52,48,1,2,1,3,,,,3,,,,,,,,,3,2,4,2,,,,,4,4,3,4,4,4,4,4,5,2,,1,6,5dce2478-3e59-16aa-0192-b1e8caf4fdb3,FL_52,EDHdem,
11/14/2019 23:07,11/14/2019 23:10,0,73.222.79.248,100,197,1,11/14/2019 23:10,R_81SAv4cGhjT6ZhL,,,,,37.97599792,-122.3358994,anonymous,EN,80,4,3,3,3,1,,1,,,4,,4,,4,,2,,5,3,3,3,,,,,4,4,5,5,3,3,5,3,1,1,,2,4,5dce2440-0df4-cc8d-1b12-6027e233da1d,FL_52,EDHdem,
11/14/2019 23:09,11/14/2019 23:10,0,71.201.113.26,100,55,1,11/14/2019 23:10,R_3HUiKHO2IYPNopN,,,,,42.46549988,-88.11620331,anonymous,EN,100,2,5,5,5,1,,1,,,4,,4,,4,,5,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,1,,1,3,5dce24fd-8a00-44dd-ef2b-e5101017c5bb,FL_53,,VBMcontrol
11/14/2019 23:09,11/14/2019 23:10,0,24.95.46.250,100,52,1,11/14/2019 23:10,R_sFNvhVehmA83HZ7,,,,,39.33740234,-81.67430115,anonymous,EN,42,80,3,1,3,2,,,2,,,3,,3,,3,,4,4,3,2,3,,,,,3,4,4,3,3,4,3,2,2,1,,1,3,5dce2508-ad07-3d99-58d4-44663693567a,FL_52,EDHcontrol2,
11/14/2019 23:07,11/14/2019 23:10,0,174.255.4.134,100,203,1,11/14/2019 23:10,R_719VhmZYkUIsgKt,,,,,37.75100708,-97.8219986,anonymous,EN,87,2,5,1,1,3,,,,2,2,,2,,2,,2,,,,,,4,3,2,3,2,4,5,5,2,4,1,3,1,1,,4,5,5dce2470-9fa6-8f45-19be-ef5ec09b2bea,FL_53,,VBMdem
11/14/2019 23:09,11/14/2019 23:10,0,172.58.44.230,100,79,1,11/14/2019 23:10,R_74iqXeNJFybYob7,,,,,47.60920715,-122.3314056,anonymous,EN,77,48,4,4,3,3,,,,2,2,,3,,3,,3,,3,4,4,3,,,,,4,4,3,4,4,4,5,4,4,2,,1,3,5dce24c6-6789-b2e5-cd3e-a2f4aa2eba09,FL_52,EDHdem,
11/14/2019 23:07,11/14/2019 23:10,0,107.242.117.57,100,186,1,11/14/2019 23:10,R_2EsJnNT4dZ3v10J,,,,,39.95440674,-75.16570282,anonymous,EN,34,5,1,1,4,1,,2,,,2,,3,,2,,4,,,,,,5,5,2,1,4,5,5,5,2,5,1,5,1,2,,1,4,5dce2485-04da-1261-c4fa-651ee524bea3,FL_53,,VBMcontrol
11/14/2019 23:09,11/14/2019 23:10,0,107.77.232.112,100,83,1,11/14/2019 23:10,R_2Pkdv15xSsEuI8w,,,,,33.74850464,-84.38710022,anonymous,EN,100,,5,5,5,1,,1,,,3,,3,,3,,5,,,,,,2,2,1,3,4,3,3,3,1,5,2,3,3,2,,1,2,5dce24c5-feb8-4cb2-21ea-dfe100599f72,FL_53,,VBMbureau
11/14/2019 23:09,11/14/2019 23:10,0,98.235.240.243,100,102,1,11/14/2019 23:10,R_2AHnfZsCpfSGez8,,,,,40.68319702,-76.21130371,anonymous,EN,61,18,2,2,4,1,,1,,,3,,3,,3,,3,,4,5,4,2,,,,,5,4,4,5,2,1,2,3,5,1,,1,3,5dce24d5-3b52-bd93-9884-c6b7c334c52e,FL_52,EDHdem,
11/14/2019 23:07,11/14/2019 23:10,0,65.130.16.25,100,205,1,11/14/2019 23:10,R_29abW5UFo4CT2yC,,,,,40.39419556,-111.8482971,anonymous,EN,,100,5,5,5,2,,,1,,,4,,4,,4,,4,5,1,5,3,,,,,5,5,5,5,5,1,5,5,5,2,,1,3,5dce2461-bd2a-139c-4093-3dae1e5e2d6e,FL_52,EDHcontrol,
11/14/2019 23:09,11/14/2019 23:10,0,67.185.50.21,100,71,1,11/14/2019 23:10,R_3nVsS9HAnou4dq1,,,,,46.72459412,-122.9671021,anonymous,EN,99,2,1,,1,1,,1,,,4,,4,,4,,5,,,,,,1,1,2,4,1,2,2,3,4,3,2,2,2,1,,1,3,5dce24fb-ba88-a735-066c-2f3a96a3fe9d,FL_53,,VBMdem
11/14/2019 23:08,11/14/2019 23:10,0,73.244.199.201,100,132,1,11/14/2019 23:10,R_11XduC8iF43lVzO,,,,,26.01620483,-80.19550323,anonymous,EN,86,57,3,3,1,1,,2,,,3,,3,,3,,4,,3,3,3,3,,,,,3,3,3,3,3,3,3,3,3,1,,1,6,5dce24b2-d58b-aa4b-ba15-adf578369ec3,FL_52,EDHcontrol2,
11/14/2019 23:08,11/14/2019 23:10,0,73.46.91.47,100,172,1,11/14/2019 23:10,R_2B3uqlpxpljkRWe,,,,,25.66659546,-80.4036026,anonymous,EN,80,50,3,3,4,1,,2,,,2,,2,,3,,2,,,,,,1,1,1,5,4,3,5,4,4,1,4,4,5,2,,3,2,5dce24a0-2eaf-d1a0-ae46-4c0aeb8c7829,FL_53,,VBMcontrol
11/14/2019 23:07,11/14/2019 23:11,0,76.107.62.173,100,241,1,11/14/2019 23:11,R_2P5wTeM95cz08nO,,,,,29.5933075,-90.75959778,anonymous,EN,8,81,3,3,3,2,,,2,,,3,,3,,3,,2,2,3,4,3,,,,,5,3,2,3,4,4,5,3,5,1,,1,3,5dce2429-29a0-b936-ab3a-918e9b835dc0,FL_52,EDHfraud,
11/14/2019 23:07,11/14/2019 23:11,0,107.215.53.17,100,224,1,11/14/2019 23:11,R_2Sir4FrRlRtR9An,,,,,38.71420288,-90.27590179,anonymous,EN,90,0,1,1,1,1,,1,,,4,,4,,4,,3,,3,3,3,3,,,,,3,3,3,3,3,3,3,3,3,1,,2,5,5dce2471-9d06-03a6-d5be-b23337906ec5,FL_52,EDHdem,
11/14/2019 23:07,11/14/2019 23:11,0,73.188.33.163,100,231,1,11/14/2019 23:11,R_1gHpiGJ57SQ7has,,,,,39.96640015,-75.16850281,anonymous,EN,100,5,2,3,3,1,,3,,,3,,3,,4,,4,,,,,,4,2,2,4,5,5,3,4,5,3,2,3,2,1,,2,3,5dce246d-932d-22c1-8c0a-32dd748837e9,FL_53,,VBMcontrol2
11/14/2019 23:08,11/14/2019 23:11,0,174.96.242.106,100,147,1,11/14/2019 23:11,R_2cpHXAMVLhpDZO5,,,,,38.68850708,-85.79869843,anonymous,EN,50,54,3,3,2,3,,,,3,,,,,,,,,,,,,4,2,4,3,3,4,4,4,1,4,3,3,3,1,,1,5,5dce24c3-fac8-db81-64d2-b143ea1bcc05,FL_53,,VBMcontrol
11/14/2019 23:07,11/14/2019 23:11,0,99.203.65.207,100,246,1,11/14/2019 23:11,R_3QKRRT0Mnfod4Tr,,,,,41.08140564,-81.51899719,anonymous,EN,30,32,3,3,5,3,,,,3,,,,,,,,,3,2,5,2,,,,,3,3,2,3,1,3,3,3,5,1,,1,5,5dce2445-bd55-d5b1-9402-cc12c42dd28a,FL_52,EDHfraud,
11/14/2019 23:08,11/14/2019 23:11,0,205.175.97.215,100,152,1,11/14/2019 23:11,R_2wLWN80wWcy9yFu,,,,,47.6631012,-122.3029022,anonymous,EN,61,3,1,3,4,1,,2,,,2,,2,,3,,4,,4,3,4,1,,,,,4,5,4,5,4,5,3,3,2,1,,1,3,5dce249d-b993-4bd9-c730-fceec615bed9,FL_52,EDHdem,
11/14/2019 23:09,11/14/2019 23:11,0,173.144.230.139,100,134,1,11/14/2019 23:11,R_2WJdDToN4OAlcEV,,,,,38.89390564,-77.03649902,anonymous,EN,52,52,2,3,5,3,,,,2,2,,2,,3,,1,,,,,,2,2,4,4,3,3,2,4,1,1,5,2,2,1,,1,2,5dce24a1-c663-8d6d-843c-e7aec9636052,FL_53,,VBMcontrol
11/14/2019 23:08,11/14/2019 23:11,0,47.208.23.145,100,147,1,11/14/2019 23:11,R_R5pepI9dxe34yZ3,,,,,40.94650269,-124.0834045,anonymous,EN,14,85,2,3,1,2,,,2,,,3,,3,,3,,3,,,,,1,5,3,5,5,3,4,3,1,3,3,3,4,2,,1,6,5dce24ca-0f1f-a978-0fad-0937acfd09aa,FL_53,,VBMbureau
11/14/2019 23:10,11/14/2019 23:11,0,174.203.13.167,100,55,1,11/14/2019 23:11,R_eCE6GsotiZAhj8d,,,,,40.87030029,-73.85250092,anonymous,EN,100,5,1,2,1,1,,1,,,3,,4,,4,,5,,1,1,1,1,,,,,1,1,2,2,1,1,1,1,2,2,,2,3,5dce2528-8cd8-8042-f6b6-8942f07f999a,FL_52,EDHcontrol2,
11/14/2019 23:09,11/14/2019 23:11,0,74.130.210.224,100,113,1,11/14/2019 23:11,R_RUeOgjgZANMNr8J,,,,,39.02999878,-84.55899811,anonymous,EN,,100,5,5,5,2,,,1,,,4,,4,,4,,5,1,4,3,3,,,,,2,4,3,1,3,2,1,2,2,2,,1,5,5dce24ed-19b2-bd70-f142-5cb656fde18c,FL_52,EDHcontrol,
11/14/2019 23:08,11/14/2019 23:11,0,104.55.18.65,100,167,1,11/14/2019 23:11,R_WpoU36Oygh5pSFP,,,,,30.61560059,-87.32109833,anonymous,EN,9,81,3,3,3,3,,,,1,,2,,2,,2,,2,4,3,3,3,,,,,4,4,4,4,3,4,4,3,4,1,,1,4,5dce2481-1ff1-ea5d-7b3a-6bf0e6282bd7,FL_52,EDHcontrol,
11/14/2019 23:10,11/14/2019 23:11,0,99.203.145.151,100,79,1,11/14/2019 23:11,R_u8GTeZ5udi3YVtD,,,,,39.21510315,-76.7539978,anonymous,EN,97,68,1,1,1,3,,,,2,2,,2,,1,,2,,4,2,1,1,,,,,3,3,4,5,2,3,3,3,3,2,,1,4,5dce2515-cdb0-4e2f-fe81-aebd4eb7cd59,FL_52,EDHbureau,
11/14/2019 23:08,11/14/2019 23:11,0,38.29.185.181,100,162,1,11/14/2019 23:11,R_3O3udfzBQjIYQKl,,,,,33.82310486,-84.32579803,anonymous,EN,100,0,3,3,3,1,,1,,,3,,3,,3,,2,,3,3,3,4,,,,,4,4,3,4,4,4,3,3,3,2,,2,3,5dce24c4-5674-940c-721d-d628255f4592,FL_52,EDHcontrol,
11/14/2019 23:07,11/14/2019 23:11,0,70.114.5.242,100,228,1,11/14/2019 23:11,R_1jUtoJnWUKiuquv,,,,,29.72290039,-98.07420349,anonymous,EN,100,19,3,3,2,3,,,,3,,,,,,,,,3,3,3,3,,,,,3,3,3,3,3,3,3,3,3,1,,1,5,5dce244b-2818-70f7-c533-aadc08c7a2c2,FL_52,EDHcontrol2,
11/14/2019 23:10,11/14/2019 23:11,0,71.48.61.137,100,58,1,11/14/2019 23:11,R_10DdGAiWdWKk3oL,,,,,36.19619751,-115.263298,anonymous,EN,50,50,3,3,2,3,,,,3,,,,,,,,,4,1,1,4,,,,,4,4,3,4,4,4,3,3,3,1,,6,2,5dce2503-b309-f6c9-f10e-bb749ba2c248,FL_52,EDHbureau,
11/14/2019 23:09,11/14/2019 23:11,0,97.117.82.247,100,124,1,11/14/2019 23:11,R_3niuzqOmUrTaqBc,,,,,41.03959656,-111.9360962,anonymous,EN,2,25,3,3,3,4,,,,1,,2,,2,,2,,2,2,3,5,3,,,,,3,4,3,4,5,4,4,4,5,1,,1,4,5dce24b8-3f10-d4ea-24d1-f206614028ba,FL_52,EDHcontrol2,
11/14/2019 23:08,11/14/2019 23:11,0,172.58.77.215,100,169,1,11/14/2019 23:11,R_WePAPYY24sG7ahP,,,,,40.6499939,-112.0061035,anonymous,EN,99,3,2,3,4,1,,1,,,3,,4,,4,,3,,,,,,5,5,3,4,5,5,4,5,1,3,2,4,2,1,,1,3,5dce24c3-20ee-ad47-d99c-1db80ccc2350,FL_53,,VBMdem
11/14/2019 23:10,11/14/2019 23:11,0,24.47.46.134,100,52,1,11/14/2019 23:11,R_2X7K8XRYKgs3AEK,,,,,40.94760132,-73.86239624,anonymous,EN,82,62,1,3,2,1,,2,,,4,,3,,4,,3,,,,,,2,2,3,2,2,4,2,4,3,4,3,4,3,1,,2,4,5dce253a-9228-8de6-c033-ca106dd3472e,FL_53,,VBMdem
11/14/2019 23:09,11/14/2019 23:11,0,172.58.230.202,100,119,1,11/14/2019 23:11,R_2mf8O6Svrryn6Nz,,,,,40.67640686,-73.87529755,anonymous,EN,50,74,4,3,3,3,,,,3,,,,,,,,,,,,,2,2,2,4,5,4,4,5,4,2,5,4,3,2,,3,4,5dce24f5-8804-a23c-bad5-79150031e7d6,FL_53,,VBMcontrol
11/14/2019 23:09,11/14/2019 23:11,0,73.8.11.22,100,115,1,11/14/2019 23:11,R_24uBOkj6VAkNDys,,,,,41.92370605,-87.81400299,anonymous,EN,30,95,3,3,3,2,,,2,,,2,,2,,3,,3,3,3,3,3,,,,,4,3,3,3,5,3,4,4,4,1,,1,4,5dce24c9-a2e3-5c90-07e3-983a7ab5b514,FL_52,EDHbureau,
11/14/2019 23:10,11/14/2019 23:11,0,174.253.64.80,100,83,1,11/14/2019 23:11,R_2dmgrYQpwQh5OF8,,,,,41.64689636,-85.97280121,anonymous,EN,48,17,3,3,3,1,,1,,,1,,1,,1,,1,,1,3,3,3,,,,,3,3,1,3,3,3,5,3,5,1,,1,2,5dce2522-c306-43cc-ba91-e6cc0ede6fe9,FL_52,EDHcontrol2,
11/14/2019 23:08,11/14/2019 23:11,0,47.17.141.228,100,168,1,11/14/2019 23:11,R_W8X2GU7lGjfkGIx,,,,,40.83430481,-73.92350006,anonymous,EN,,100,5,5,5,2,,,1,,,4,,4,,4,,5,,,,,2,5,3,5,5,5,3,1,5,1,5,5,3,1,,1,3,5dce24cd-2e24-6d0b-f81f-9928cd3ce35f,FL_53,,VBMbureau
11/14/2019 23:08,11/14/2019 23:11,0,108.241.19.223,100,164,1,11/14/2019 23:11,R_2D5JZ6BGy28ir8q,,,,,33.72239685,-84.93029785,anonymous,EN,29,76,4,4,3,2,,,1,,,3,,3,,3,,2,,,,,1,1,5,5,5,5,4,1,3,1,5,4,5,1,,1,4,5dce24d4-5b39-5849-c460-5fdf6c4e383f,FL_53,,VBMcontrol
11/14/2019 23:10,11/14/2019 23:11,0,73.110.34.99,100,94,1,11/14/2019 23:11,R_2Pdpu4XCv56ncch,,,,,41.49339294,-87.35479736,anonymous,EN,80,20,2,2,2,1,,2,,,3,,3,,3,,4,,,,,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,6,6,5dce2514-d240-68e7-8e3e-782dec35f23e,FL_53,,VBMdem
11/14/2019 23:08,11/14/2019 23:11,0,70.183.113.155,100,194,1,11/14/2019 23:11,R_eWeMASNrOLLNJh7,,,,,29.9980011,-90.21330261,anonymous,EN,90,2,1,1,1,3,,,,2,1,,2,,2,,2,,5,5,1,1,,,,,2,4,5,5,4,4,2,4,3,2,,3,4,5dce24b5-d590-3174-dcfb-618f3c959ee9,FL_52,EDHfraud,
